y_true,pll,oof_doubles,oof_position,pos_i,pos_j
-0.161653,-1.3761889,-0.02690749429166317,-0.09034482389688492,3,41
-0.041231073,1.8081639,-0.007408895529806614,0.06808053702116013,3,79
0.091070235,0.45146644,-0.07987457513809204,0.008402543142437935,3,101
-0.060664687,-1.7272617,-0.014871622435748577,0.05803288519382477,3,107
0.07690835,0.8429549,-0.06818048655986786,0.0027756746858358383,3,166
-0.10645215,2.0467992,0.10633287578821182,-0.009686452336609364,3,166
0.12743959,1.0223073,-0.03901541978120804,0.06858744472265244,3,209
-0.00015996755,-0.57242966,0.03510088473558426,-0.10175728052854538,3,76
-0.052271783,-1.7954391,-0.04837125167250633,0.1693543642759323,3,111
-0.06667203,-2.5215163,-0.12021224945783615,-0.008214178495109081,3,32
0.016203934,-2.6556299,-0.034701742231845856,-0.09901228547096252,3,34
0.06710935,-1.650062,0.05706305056810379,-0.019977126270532608,3,234
0.13300632,0.3317232,-0.014454667456448078,-0.03265644609928131,3,110
0.013423157,-0.9724864,0.018311144784092903,0.07776376605033875,3,206
0.12532386,0.14756179,0.07459792494773865,0.10371967405080795,3,206
-0.04079178,-1.9200056,0.0855567529797554,-0.05392545089125633,3,129
0.1448354,1.8099371,0.05663536116480827,-0.036359261721372604,3,190
-0.2511901,-2.035422,-0.1378120332956314,0.013135895133018494,3,71
0.019968215,-0.718431,0.14700542390346527,-0.14911331236362457,3,83
-0.19398977,-1.723474,-0.04888252913951874,-0.5624468326568604,3,84
0.014616611,-1.2038727,0.037025000900030136,-0.10291783511638641,3,165
-0.07833262,-1.5396814,-0.08838590234518051,0.029441900551319122,3,22
0.14974606,-0.74576724,-0.20968924462795258,0.03783908113837242,3,61
-0.008672338,-1.8134694,0.0593576543033123,0.12169832736253738,3,68
-0.05291135,0.15083873,0.1509091705083847,-0.05102713406085968,3,97
0.031576764,1.7039542,0.2415575087070465,-0.07156790792942047,3,97
0.07711596,6.4328117,0.19968745112419128,0.07692015916109085,3,34
0.10303192,-0.4629712,0.06805874407291412,-0.0864323079586029,3,197
-0.076865815,-1.6084831,0.14496630430221558,0.0061852093786001205,3,237
-0.13007702,-1.3588395,-0.1416497677564621,-0.015676075592637062,3,15
0.0060596727,-1.1084583,-0.2088070958852768,0.07410722225904465,3,135
0.121227235,-0.72260165,-0.17398883402347565,-0.17716577649116516,3,135
-0.090397954,0.53400004,0.07935173064470291,0.020647304132580757,3,144
0.060047865,-0.5661737,0.0006503675249405205,-0.09523051232099533,3,144
-0.1565453,-0.33779478,-0.0264455433934927,-0.0041795335710048676,3,146
0.026059411,2.0670283,-0.025726642459630966,-0.12059109658002853,3,149
0.087307975,-2.0101144,-0.12091219425201416,0.010150877758860588,3,159
0.13779363,1.2662765,0.032272350043058395,0.048418354243040085,3,164
0.07081658,0.35012233,0.020900217816233635,-0.08598179370164871,3,185
-0.027520746,-1.7189771,-0.11594311147928238,-0.05257100611925125,3,198
0.10172471,-2.2600274,-0.0762755423784256,-0.47950106859207153,3,78
0.045681532,-2.1015568,0.003743312554433942,-0.0820402204990387,3,153
0.07367164,0.55098057,0.03904987499117851,-0.11380326747894287,3,178
0.25251728,-2.2926269,0.06904548406600952,-0.05724980682134628,3,44
-0.03741205,-1.4931091,0.005899258889257908,-0.06721886247396469,3,212
-0.0669092,-2.181168,-0.08789505809545517,-0.056612566113471985,3,153
-0.099371366,0.33326948,0.014263338409364223,-0.013217602856457233,3,212
0.08759334,-4.002,0.049436334520578384,-0.1317305564880371,3,225
0.35793072,-2.1026773,0.15607903897762299,-0.1072700098156929,3,230
0.19370422,-2.024045,0.05608682334423065,0.009715170599520206,3,43
0.058067303,-1.8132992,-0.07944145798683167,-0.033333707600831985,3,50
-0.1361972,-1.3084654,0.03359425067901611,0.018207117915153503,3,187
-0.13156897,-1.464482,-0.11434231698513031,-0.04561416432261467,3,183
-0.1705773,-0.502025,-0.12398841977119446,0.016681011766195297,3,69
0.10557729,0.7215519,-0.024360235780477524,-0.07372565567493439,3,73
0.012624355,1.6680213,0.029300205409526825,0.03463394567370415,3,175
0.057996947,0.8742206,0.19185683131217957,0.221060112118721,3,176
-0.03579007,3.1169696,0.11582290381193161,0.03677741065621376,3,193
0.05685243,2.1320565,-0.08343622088432312,0.07453176379203796,3,9
-0.054774303,2.7078767,-0.013855995610356331,0.03597230464220047,3,9
-0.18846138,5.049544,0.02063368819653988,0.11664188653230667,3,11
0.19434984,-0.94595873,-0.05844873934984207,-0.008461863733828068,3,158
0.0912381,-3.672958,0.07758457958698273,-0.153095081448555,3,225
0.04514373,0.8211795,0.06755586713552475,0.0007662278367206454,3,164
-0.094596595,5.6719365,0.1141631230711937,0.21042457222938538,3,151
-0.0792857,-0.4526155,-0.070672407746315,-0.15089254081249237,3,63
-0.07967596,-1.2956413,-0.0003153469297103584,-0.08209879696369171,3,204
-0.045835603,-0.78872216,0.009301969781517982,-0.022084251046180725,3,80
0.26466897,0.44652975,0.12678320705890656,0.10344836115837097,3,94
0.00048404848,2.6840584,-0.0021364078857004642,-0.0008114308584481478,3,73
0.35596457,3.9349148,0.06826426088809967,0.2188987284898758,3,89
0.001822526,2.4658365,0.052879199385643005,0.0031453785486519337,3,170
0.22413409,10.540468,0.26097801327705383,0.17755915224552155,3,23
-0.043064497,4.834656,0.05697951093316078,0.07925648987293243,3,208
0.11598322,5.6752276,0.19146476686000824,0.055207982659339905,3,54
0.039228436,-1.7329502,0.0949021726846695,0.04395766928792,3,62
0.11660492,2.5674644,-0.06641338020563126,-0.05749039351940155,3,203
0.00034354412,3.6987052,0.1651911586523056,0.10925933718681335,3,86
-0.10115185,-0.8513813,0.08637868613004684,-0.04502144828438759,3,108
-0.24865948,-1.827783,-0.17239788174629211,0.05860458314418793,4,99
-0.08214562,-0.82265484,-0.0375172384083271,-0.06474096328020096,4,113
-0.019556807,-0.86451745,0.18345431983470917,0.10549485683441162,4,19
-0.18525347,-2.2372732,0.07344519346952438,0.1484004408121109,4,224
0.037574116,-3.9652586,-0.04998178780078888,-0.07722747325897217,4,30
0.18904051,-3.7109618,0.03652399405837059,0.03724440932273865,4,236
-0.012848832,-1.5639251,-0.06437532603740692,-0.037227287888526917,4,88
-0.1477083,0.45501292,-0.08090345561504364,-0.17628762125968933,4,185
0.012927044,0.3721105,-0.02037924714386463,0.01816727966070175,4,198
-0.12846231,-0.5184097,-0.09575995057821274,-0.033501073718070984,4,149
-0.2463269,-1.1799552,-0.21164606511592865,-0.1434730440378189,4,143
-0.15699668,3.1827214,-0.05267825350165367,0.018532363697886467,4,142
-0.06293533,-2.2828243,-0.020632058382034302,0.04411633312702179,4,234
0.02488282,-2.753853,-0.05390274152159691,-0.06095285713672638,4,204
0.0057160165,3.9359362,-0.026564037427306175,-0.007468534633517265,4,215
-0.06153135,0.82184625,0.10023075342178345,0.09926807880401611,4,203
0.0083464375,1.7504414,-0.22006240487098694,0.1539333164691925,4,62
0.17133757,-3.0081496,-0.02235174924135208,-0.051956020295619965,4,12
0.011235789,1.9813596,0.0028544743545353413,0.07307658344507217,4,157
0.19733573,0.44401884,-0.017681030556559563,0.2830985188484192,4,223
-0.13156916,-5.523424,-0.050189923495054245,-0.12616826593875885,4,27
-0.069659874,6.4206257,0.01049630157649517,0.07230107486248016,4,46
-0.014893075,1.8785118,-0.07435978949069977,0.09881323575973511,4,98
-0.10779808,-0.9779054,0.02027107961475849,0.04544862359762192,4,101
-0.006395559,0.51748765,0.031579434871673584,0.05721031874418259,5,157
0.13205943,1.6542042,-0.039773356169462204,0.07195670157670975,5,177
-0.017701168,0.2072419,0.035208627581596375,0.1428857296705246,5,184
-0.099503644,-1.0782707,0.06298349797725677,0.10392056405544281,5,80
0.06526426,0.45787847,-0.08996381610631943,-0.035274431109428406,5,147
0.12250947,1.2028939,0.0588647685945034,0.05245697498321533,5,175
-0.046192873,6.960499,0.1687059998512268,0.18652042746543884,5,28
-0.11269948,1.4261942,-0.07535064965486526,-0.12731635570526123,5,211
0.05891854,0.3739972,-0.04668370261788368,-0.043277062475681305,5,144
-0.05118288,2.8247685,0.06666506081819534,-0.006034917198121548,5,146
-0.035773166,0.34144056,0.055153295397758484,-0.1281295120716095,5,164
-0.053691708,1.5043869,-0.08743447065353394,0.07726811617612839,5,212
0.08763784,6.1717343,0.1746925264596939,0.1382577270269394,5,30
0.07121908,-3.3935523,0.010961947031319141,0.04526088386774063,5,62
0.041363064,-1.5752313,-0.07659216225147247,-0.09123776108026505,5,8
0.52463937,-2.271362,-0.1969308704137802,-0.20072980225086212,5,84
-0.2169627,0.85233176,0.02504829876124859,0.038550183176994324,5,108
-0.18233642,-0.682796,-0.02802390418946743,0.033293575048446655,5,108
-0.105113275,3.9479518,-0.01004021242260933,0.006922950968146324,5,118
-0.07510239,-0.84641623,-0.12472791224718094,-0.05546305328607559,5,186
-0.07013805,2.3714294,0.019031839445233345,0.09272302687168121,5,230
0.01096813,3.4295845,0.06708046793937683,0.05469159781932831,5,45
-0.08880439,1.5484909,-0.04812489077448845,0.09730569273233414,5,52
-0.039782505,3.4505372,0.09469329565763474,0.017892884090542793,5,52
-0.0065512485,3.7365675,-0.04606601968407631,-0.015974508598446846,5,79
-0.2168743,2.2899456,0.10153770446777344,0.008933410048484802,5,158
0.05488146,0.0104266405,0.12269546091556549,0.19008100032806396,5,162
-0.10962996,-0.954371,-0.14489024877548218,0.14371293783187866,5,209
-0.014762071,5.438479,0.015790101140737534,0.1455429047346115,5,26
-0.033465795,1.5447316,0.05632781237363815,0.13342338800430298,5,41
-0.084927686,0.9233748,-0.10215547680854797,0.08555471152067184,5,233
0.16607662,1.0709791,0.04001786932349205,0.04996946454048157,5,121
-0.064408876,6.4441886,0.03370345011353493,0.07026556134223938,5,135
0.17193697,2.6480122,0.18668879568576813,0.03145289793610573,5,236
0.043862756,3.7691526,-0.19956375658512115,0.05939962714910507,5,135
0.07698602,1.3522573,0.12800198793411255,0.03394647687673569,5,102
0.07769607,0.63503206,-0.03647643327713013,-0.08670785278081894,5,129
0.01170421,-1.4202929,0.12480460107326508,-0.031178241595625877,5,142
0.17018381,-1.1820406,0.07565601915121078,0.07698795199394226,5,222
-0.061564513,0.65867996,0.00936525035649538,-0.0291274581104517,5,90
-0.14508866,-0.67898,0.44153910875320435,0.0181001927703619,5,83
-0.17791381,-0.16685462,0.031232530251145363,0.013756944797933102,5,32
-0.044414442,2.0875695,0.10580145567655563,-0.06777951121330261,5,93
0.06453605,5.3616905,-0.09365110844373703,0.06166771054267883,5,57
-0.09059309,-0.14160371,-0.030912011861801147,0.06563329696655273,5,106
-0.026682673,4.618477,0.038266196846961975,0.006993868853896856,5,143
-0.0160939,1.8345213,0.03376399353146553,0.13195070624351501,5,145
-0.2557649,-0.77937365,0.06125557795166969,-0.00036752375308424234,5,104
0.008216764,1.0522821,-0.02508595772087574,-0.012091081589460373,5,118
0.009250221,1.1907649,0.05108148232102394,0.0467764213681221,5,50
0.095402606,-0.19675851,0.0719909518957138,0.1004621684551239,5,176
0.03462182,-0.44854414,0.026717107743024826,0.04909787327051163,5,224
-0.009346004,0.65789974,-0.09498774260282516,-0.094259113073349,5,198
0.06795796,-1.0152711,-0.12469254434108734,-0.025132011622190475,5,188
-0.020667078,-1.3179415,-0.010906475596129894,-0.020449146628379822,5,131
0.07242483,-0.6810937,-0.03110009804368019,-0.0743422731757164,5,79
0.084132515,-1.3166364,0.2992165982723236,0.17721976339817047,5,42
0.10869886,-0.2331028,0.07499241083860397,-0.05794615298509598,5,105
0.51030546,0.41005778,-0.11394864320755005,-0.015979258343577385,5,83
0.14600068,-1.202752,0.016856662929058075,-0.01278957910835743,5,142
0.03429836,-1.4599708,-0.07906163483858109,0.006881456356495619,5,76
-0.05456263,-0.7546618,0.06627044081687927,0.06135831028223038,5,234
-0.089993834,-1.6730857,-0.03033391758799553,-0.00015986035577952862,5,197
0.16700998,-0.7688619,-0.016781913116574287,0.08089176565408707,5,173
-0.025390549,-0.3564918,0.100459523499012,-0.06410155445337296,5,129
0.07746244,1.5904386,0.14046069979667664,0.06109807640314102,5,17
0.07712578,-0.30431604,-0.016451353207230568,-0.026066452264785767,5,235
0.09079948,-0.4659928,0.10631335526704788,-0.12652353942394257,5,165
0.23103563,1.4189452,0.07645735889673233,0.024936802685260773,5,95
-0.038418174,3.5956163,0.5238544344902039,0.15093481540679932,5,6
0.07252832,1.0744689,0.22752562165260315,0.15403170883655548,5,102
0.052844774,-0.02317977,-0.035243455320596695,0.06922751665115356,5,176
-0.037866365,4.5062804,0.005434396676719189,0.032255761325359344,5,224
-0.60324216,0.61015,-0.0015370306791737676,0.08948472887277603,5,55
-0.069626234,6.2506504,-0.031110156327486038,-0.06989207118749619,5,11
-0.093676046,0.058914065,-0.02983330562710762,-0.009182503446936607,5,22
-0.02046636,-1.0770081,0.04980381578207016,-0.08011018484830856,5,93
0.12413226,0.8599496,-0.08044029027223587,0.049782223999500275,5,108
-0.15056293,1.0377415,0.05341549217700958,0.0558386892080307,5,38
0.07278389,-2.252353,0.1569630652666092,-0.020164377987384796,5,49
0.12180272,-0.28810155,0.09840952605009079,-0.028722567483782768,5,49
-0.08785667,-0.5768273,0.07352902740240097,0.07930891215801239,5,63
0.12354036,0.12355924,-0.020167246460914612,-0.1534714698791504,5,143
-0.22743203,3.9435258,0.029563674703240395,0.06533096730709076,5,135
0.27826923,-0.44784904,-0.09606947004795074,0.0964098647236824,5,218
0.092134975,0.056204557,0.07249870151281357,0.1478843092918396,5,237
0.08495171,3.6893144,-0.04457010701298714,0.06344319134950638,5,140
0.15194947,-0.56186116,0.14472098648548126,0.04327625781297684,5,72
-0.019994475,-0.6294712,-0.03921426087617874,0.10031510889530182,5,214
-0.17684598,-2.2901726,0.1395566761493683,-0.12391252815723419,5,148
0.15723248,0.31173527,0.11365377902984619,-0.043405480682849884,5,77
-0.018641943,1.0424938,-0.003482246305793524,-0.12431660294532776,5,81
0.10287269,0.47632015,0.11468200385570526,0.06109246611595154,5,128
0.13222252,-0.39672303,0.07789790630340576,0.09544511884450912,5,128
-0.051267862,-2.3140473,0.050944335758686066,0.1509164720773697,5,229
0.19043687,1.4401531,0.1547352820634842,0.17180001735687256,5,47
0.04619559,0.8919388,0.08433746546506882,-0.01061113178730011,5,192
0.023927988,-0.13449657,0.2133229821920395,-0.00036841363180428743,5,109
-0.106572375,-3.919055,0.044682662934064865,0.10265541821718216,5,202
0.0049311295,-2.1260843,-0.05233916640281677,-0.044938430190086365,5,208
-0.062999845,-0.22220802,0.0817476361989975,-0.12860321998596191,5,185
0.06490008,-0.899202,0.1788470596075058,-0.011748973280191422,5,236
0.06825153,-1.0366634,0.02533748187124729,-0.03254331648349762,5,79
-0.13156793,0.0024967194,0.19419559836387634,0.16538196802139282,5,64
-0.08688178,1.0566939,0.12668466567993164,0.15661130845546722,5,233
-0.014660748,0.9716778,0.015842702239751816,0.0742611289024353,5,47
-0.08618832,3.3565698,0.2730296552181244,0.12449399381875992,5,99
0.20975117,3.063957,-0.08576478064060211,-0.014321643859148026,5,138
-0.20299023,2.8847606,-0.04695848748087883,-0.07126370072364807,5,148
-0.049406137,5.038876,0.10018991678953171,0.09012795984745026,5,169
-0.12195941,3.3995388,-0.07716953754425049,0.04549521952867508,5,71
-0.12531303,-1.2326275,0.46824485063552856,-0.07163631916046143,5,84
-0.16550033,-0.46474445,-0.06045186147093773,-0.03391827642917633,5,101
-0.035552338,-0.45436037,-0.10842826962471008,-0.009135420434176922,5,107
0.14198111,-1.5491009,-0.088649220764637,-0.14257070422172546,5,113
0.11985544,-0.549562,0.12471223622560501,0.06517989188432693,5,171
0.068319246,0.77223814,-0.06228313595056534,-0.09094054251909256,5,123
-0.14569634,-0.18248749,0.02012532576918602,0.05609733611345291,5,136
0.05780919,1.2016455,-0.08845226466655731,0.12508311867713928,5,14
-0.18483211,3.2228959,0.050064411014318466,0.15746170282363892,5,152
0.061130263,1.9841259,0.03699696063995361,0.09250352531671524,5,197
-0.025359932,4.094563,-0.06703852862119675,0.04403889179229736,5,76
0.19511923,-1.3682731,0.041701722890138626,-0.048294320702552795,5,49
-0.2991321,0.8694825,-0.18915709853172302,-0.08342196047306061,5,155
0.02953469,2.3236797,-0.09376402199268341,0.05399426072835922,5,133
0.18082812,-0.68122137,0.09369704127311707,0.022380145266652107,5,176
0.07227577,-0.43716705,-0.066661037504673,-0.042669132351875305,5,179
0.23943168,5.406887,-0.035118743777275085,-0.04675754904747009,5,102
0.040581662,-1.7514061,0.07183428853750229,0.09513813257217407,5,117
0.17543872,5.107905,-0.044575322419404984,0.09865231812000275,5,111
0.07724807,4.2455864,-0.012495845556259155,0.09522656351327896,5,6
0.085277736,-1.580012,-0.049957823008298874,0.01490756869316101,5,90
-0.10016039,5.538447,0.10785337537527084,-0.0036597000434994698,5,223
0.13498504,5.066085,-0.050626516342163086,0.07726527005434036,5,223
-0.19467138,-0.33311343,0.03693106397986412,-0.09108317643404007,5,165
-0.25085846,0.92058015,-0.0524679459631443,0.14469236135482788,5,130
0.02354341,7.238486,0.14276443421840668,0.19151422381401062,5,130
-0.026207393,0.9460013,-0.055369745939970016,0.003089318983256817,5,172
0.10030027,7.135865,0.0626038908958435,0.16548320651054382,5,32
0.23903906,-8.166414,-0.07501133531332016,0.022280637174844742,6,39
-0.12582368,-4.992275,0.057305630296468735,-0.0607227198779583,6,59
0.066798344,-0.09803879,-0.012723828665912151,-0.11384662985801697,6,193
0.045446597,-0.27774584,0.020909393206238747,-0.011439235880970955,6,229
-0.057083264,0.2656169,-0.04577311500906944,0.02197299338877201,6,167
-0.081715405,1.6923643,-0.07198674976825714,-0.07817436009645462,6,167
-0.12350366,-2.1464694,-0.04762249439954758,0.1353791505098343,6,113
-0.19457446,-0.42940736,-0.039339687675237656,0.15664857625961304,6,113
0.003418356,-1.5859559,-0.024223877117037773,-0.048356618732213974,6,169
0.052095212,5.084214,-0.024587761610746384,-0.02608094923198223,6,139
-0.018918714,1.1381919,0.015938248485326767,0.0039228652603924274,6,232
-0.078296825,2.3530302,-0.007446072064340115,-0.09860796481370926,6,139
-0.08502987,-1.4471184,-0.0852322056889534,-0.002348213456571102,6,77
0.06960823,-4.840472,-0.18915896117687225,-0.1276376098394394,6,14
-0.09979048,5.5394826,0.040206197649240494,0.02971881628036499,6,136
-0.032276455,1.7598892,0.09165287762880325,0.055442918092012405,6,123
0.09251892,3.9322762,-0.01089064683765173,-0.0041054063476622105,6,123
0.039745744,4.6171575,-0.20183970034122467,-0.04954591765999794,6,140
0.21919851,3.160634,0.06124505028128624,-0.08638334274291992,6,53
-0.012844483,0.97644424,-0.49232929944992065,0.010016810148954391,6,18
-0.113382526,2.9694505,0.014175132848322392,0.09779873490333557,6,153
-0.14046068,4.5999074,0.06671050935983658,0.031105317175388336,6,78
0.00871174,-2.2536864,-0.07742845267057419,-0.005121222697198391,6,218
-0.14295687,2.1471076,0.11608534306287766,-0.057170022279024124,6,178
0.06277512,-1.6229811,-0.12189912796020508,-0.004530154634267092,6,166
0.057353113,-3.6837249,-0.11275980621576309,-0.074156753718853,6,158
0.11045915,3.406816,-0.1598915457725525,-0.2931213974952698,6,141
-0.017754631,3.4631484,0.06385263800621033,0.22458088397979736,6,138
-0.081983835,2.4499342,0.1494797021150589,0.02977822907269001,6,190
-0.037817154,3.457006,0.0232858769595623,0.05917174369096756,6,133
0.16945866,-2.307664,0.01925533264875412,0.12708637118339539,6,117
-0.36224672,-0.9791821,-0.11364814639091492,-0.03036561608314514,6,103
0.15791388,-2.8539348,-0.02017415687441826,0.02972377836704254,6,70
-0.02470286,2.268681,-0.03651066869497299,-0.05444801226258278,6,19
-0.5937777,4.6428766,-0.034573994576931,-0.0760481059551239,6,36
-0.053301208,5.185388,0.2574121654033661,0.06500891596078873,6,234
-0.03943948,2.8912294,-0.08197487890720367,-0.24807092547416687,6,46
-0.12419912,3.239678,-0.06708100438117981,-0.03106195665895939,6,27
0.02478932,4.860389,0.14383724331855774,-0.10562550276517868,6,8
-0.06295938,5.6546154,-0.08765673637390137,-0.004864508286118507,6,223
-0.17519964,-1.188254,-0.03146333619952202,-0.02143273316323757,6,165
0.009102055,5.1248145,-0.030388444662094116,0.1438238024711609,6,223
-0.08362063,0.7306876,-0.1596587598323822,-0.05461584031581879,6,165
-0.15543404,0.7891052,-0.021873561665415764,-0.1086636334657669,6,95
0.013758526,9.45431,0.18429499864578247,0.18054434657096863,6,34
-0.047937162,0.9238287,0.13435176014900208,0.06855735182762146,6,208
0.07184818,0.47754014,0.1311095803976059,0.025611186400055885,6,175
-0.12853886,0.77455044,-0.04196348041296005,-0.03497687354683876,6,157
-0.04080356,0.15539241,0.040134187787771225,0.10537325590848923,6,146
0.24050675,1.2121005,0.08590876311063766,0.2102171927690506,6,219
0.31460315,0.88756955,0.026654576882719994,0.0464785061776638,6,172
0.1479353,-5.3284817,-0.022216686978936195,-0.06805305182933807,6,36
0.27939746,-0.16706741,0.15957434475421906,0.03261742740869522,6,190
-0.0020017966,-0.12511969,0.02340937778353691,-0.055552367120981216,6,182
-0.021619858,5.1677976,0.032931432127952576,-0.03283288702368736,6,39
0.010574093,5.350938,-0.07641857117414474,-0.046663857996463776,6,39
0.13300827,1.6465864,0.021596889942884445,0.005736942868679762,6,200
-0.059951838,4.3450437,0.052231501787900925,0.041473641991615295,6,151
-0.07640386,-1.5498953,0.1445511430501938,-0.06096518039703369,6,145
-0.015188221,0.6680994,0.07611826807260513,0.00451282225549221,6,214
-0.0078051127,0.27422774,0.1263713389635086,-0.19275592267513275,6,99
0.05695617,-0.16078305,0.15769872069358826,-0.09869871288537979,6,8
0.06439703,-3.8067737,0.08722104132175446,-0.06247124448418617,6,159
0.53340966,4.182856,0.11644270271062851,0.12884393334388733,6,121
0.16375755,0.11138773,0.12416752427816391,0.06896699965000153,6,203
0.14276746,-9.223023,-0.14565084874629974,-0.05109292268753052,6,65
-0.012077307,-4.037096,-0.03703516721725464,0.21722900867462158,6,30
0.22222757,1.684406,0.19897408783435822,0.12282910197973251,6,214
0.2225342,2.5369081,-0.18906617164611816,0.013005228713154793,6,83
0.096339025,-1.4033691,0.13960231840610504,0.06736878305673599,6,223
0.7859836,-1.4889101,-0.09609663486480713,-0.21294786036014557,6,114
-0.1276674,-6.8301873,-0.009557033888995647,-0.1383589208126068,6,40
0.2215854,2.7631874,0.12053707987070084,0.13805364072322845,6,166
0.11870401,3.0385642,0.1787947118282318,0.04565189778804779,6,162
0.041961722,-1.3116288,0.03990651294589043,-0.0874699130654335,6,156
0.10299492,1.2882363,0.012538732029497623,-0.00010688637848943472,6,140
0.028499026,0.7514416,0.027493441477417946,-0.04893573373556137,6,126
0.22695492,-0.99565196,-0.003626781515777111,-0.026275651529431343,6,107
